round,player_id,name,positions,price,score,break_even
5,508065,Terrell May,2,862000,75,91
5,100017017,Tevita Naufahu,6,450000,,
5,503450,Tevita Tatola,2,493000,31,24
5,509527,Thomas Cant,3,349000,,59
5,100007888,Thomas Duffy,4,250000,,
5,504315,Thomas Flegler,2,481000,27,44
5,100006510,Thomas Fletcher,3,230000,,35
5,510238,Thomas Hazelton,2,443000,28,33
5,100007927,Thomas Jenkins,6,668000,64,-5
5,504377,Thomas Mikaele,2,325000,46,38
5,506513,Tino Fa'asuamaleaui,2,537000,39,75
5,100011308,Toby Couchman,2/3,638000,56,73
5,504326,Toby Rudolf,2,326000,37,25
5,509634,Tolutau Koula,5,563000,65,24
5,100004781,Tom Chester,6/5,393000,50,-16
5,506424,Tom Dearden,4,601000,65,49
5,506156,Tom Gilbert,2,525000,36,37
5,504072,Tom Starling,1,508000,23,57
5,501505,Tom Trbojevic,6,668000,44,27
5,509635,Toni Mataele,3,250000,,
5,100004168,Tony Sukkar,3,276000,,
5,508480,Trai Fuller,6,507000,,75
5,100001560,Trent Loiero,2,625000,50,44
5,508341,Trent Toelau,4,250000,,
5,507915,Trey Mooney,2,538000,42,18
5,504376,Tristan Hope,1,242000,,24
5,500901,Tui Kamikamica,2,282000,,17
5,510935,Tukimihia Simpkins,2,257000,,19
5,507680,Tyran Wishart,4,363000,31,43
5,509484,Tyrell Sloan,6,354000,,30
5,500622,Tyson Frizell,2,481000,42,27
5,508479,Tyson Gamble,4,418000,,17
5,100009160,Va'a Semu,2,230000,,
5,500845,Valentine Holmes,5,594000,21,55
5,503920,Victor Radley,2/3,499000,,
5,500408,Viliame Kikau,3,649000,23,42
5,504123,Wayde Egan,1,498000,64,60
5,507922,Will Penisini,5,420000,,29
5,100010997,Will Warbrick,6,515000,16,1
5,100006651,William Craig,6,230000,,
5,504279,William Kennedy,6,413000,68,28
5,100006754,Wilson De Courcey,5,230000,11,
5,510220,Xavier Savage,6,427000,18,-3
5,100004833,Xavier Willison,2/3,419000,51,35
5,505985,Zac Hosking,3,541000,50,70
5,510612,Zac Laybutt,5,377000,5,24
5,500889,Zach Dockar-Clay,1,347000,,
5,100011050,Zane Harrison,4,230000,,
6,506259,AJ Brimson,4/6,426000,20,53
6,100007651,Adam Christensen,3,230000,10,
6,505811,Adam Doueihi,4,695000,63,16
6,500128,Adam Elliott,2,538000,,
6,508026,Adam Pompey,5,333000,,43
6,500086,Adam Reynolds,4,552000,,70
6,500449,Addin Fonua-Blake,2,603000,44,64
6,100007566,Alec MacDonald,2,333000,34,25
6,500108,Alex Johnston,6,485000,75,24
6,504609,Alex Seyfarth,2/3,345000,10,73
6,502532,Alex Twal,2,712000,70,3
6,100006296,Ali Leiataua,5,384000,30,14
6,100001619,Alofiana Khan-Pereira,6,407000,20,
6,503240,Angus Crichton,3,578000,47,59
6,100009124,Angus Hinchey,3,230000,,30
6,100019558,Antonio Verhoeven,5/6,230000,,28
6,100020440,Apa Twidle,4,260000,,-7
6,500109,Apisai Koroisau,1,561000,50,36
6,100009453,Arama Hau,3,516000,56,-24
6,100006539,Araz Nanva,5,230000,27,
6,100006239,Ashton Ward,4,381000,,45
6,100004109,Ata Mariota,2,324000,35,38
6,100010528,Ativalu Lisati,3,427000,,-42
6,508071,Aublix Tawha,2,322000,,54
6,505864,Bailey Hayward,1/2,415000,27,13
6,504411,Bailey Simonsson,6,458000,,22
6,506314,Beau Fermor,3,610000,45,55
6,500257,Ben Hunt,4,402000,,50
6,504573,Ben Talty,2,277000,50,26
6,507850,Ben Trbojevic,3,588000,48,6
6,100007527,Benaiah Ioelu,1,342000,,22
6,505413,Billy Burns,3,474000,16,13
6,100008487,Billy Phillips,3,309000,10,10
6,509128,Billy Smith,5,410000,,38
6,100006848,Blaize Talagi,4,457000,10,33
6,503440,Blake Lawrie,2,371000,35,16
6,100009156,Blake Mozer,1,250000,10,
6,100006533,Blake Steep,2/3,375000,,48
6,506375,Blake Wilson,6,250000,,
6,504274,Blayke Brailey,1,727000,69,52
6,100002660,Brad Schneider,4,336000,,36
6,500213,Braden Hamlin-Uele,2,297000,,41
6,506682,Bradman Best,5,509000,,54
6,506040,Braidon Burns,6,581000,,24
6,503419,Brandon Smith,1/2,300000,27,
6,504307,Brandon Wakeham,4/1,290000,17,44
6,504321,Braydon Trindall,4,533000,47,43
6,510228,Brendan Piakura,3,307000,28,24
6,506618,Brent Woolf,1,230000,,20
6,500872,Brian Kelly,5,532000,20,27
6,505410,Brian To'o,6,440000,20,37
6,507062,Briton Nikora,3,559000,16,50
6,500168,Bronson Garlick,1,290000,,41
6,504714,Bronson Xerri,5,428000,35,30
6,501744,Bunty Afoa,2,280000,,
6,500180,Cameron McInnes,2,647000,,
6,501459,Cameron Munster,4,649000,35,65
6,504176,Cameron Murray,2,696000,53,59
6,504294,Campbell Graham,5/6,453000,45,35
6,100011678,Casey McLean,5,519000,38,2
6,506851,Chanel Harris-Tavita,4,470000,40,63
6,100006434,Charlie Guymer,3,366000,41,40
6,501559,Charnze Nicoll-Klokstad,6,484000,,34
6,100007297,Chevy Stewart,6,250000,,
6,100001349,Chris Randall,1/2,483000,45,27
6,100003194,Christian Tuipulotu,6,414000,3,49
6,100000346,Clayton Faulalo,6,358000,,39
6,500729,Clinton Gutherson,6,379000,,51
6,100011256,Cody Hopwood,2,244000,,23
6,509404,Cody Ramsey,6,250000,,
6,500611,Cody Walker,4,385000,54,17
6,500405,Coen Hess,2,402000,38,47
6,507949,Connelly Lemuelu,3,606000,,29
6,502015,Connor Tracey,6,536000,30,34
6,503327,Connor Watson,1/2,537000,32,46
6,100014512,Cooper Bai,2,292000,52,5
6,100013815,Cooper Clarke,2,297000,55,18
6,506018,Corey Horsburgh,2,603000,30,76
6,500406,Corey Jensen,2,465000,28,-1
6,503341,Corey Waddell,2/3,378000,42,37
6,506492,Cory Paix,1,408000,29,12
6,507645,Daine Laurie,6,453000,,
6,500532,Dallin Watene-Zelezniak,6,365000,47,-9
6,500024,Daly Cherry-Evans,4,624000,48,48
6,501600,Damien Cook,1,689000,28,76
6,500043,Dane Gagai,5,543000,69,15
6,100004700,Daniel Atkinson,4,516000,26,37
6,500002,Daniel Tupou,6,429000,45,41
6,100015592,David Fale,5,250000,,17
6,506482,David Fifita,3,510000,53,38
6,509444,Davvy Moale,2,312000,21,51
6,100007650,Deine Mariner,6,374000,33,26
6,100013336,Demitric Vaimauga,3,366000,47,41
6,100008071,Dominic Young,6,571000,35,22
6,505626,Dylan Brown,4,492000,,33
6,503340,Dylan Edwards,6,634000,44,49
6,100006243,Dylan Egan,3,616000,,
6,505582,Dylan Lucas,3,727000,38,56
6,500083,Dylan Walker,2,453000,33,35
6,100015584,Eddie Ieremia-Toeava,3,350000,,
6,509842,Edward Kosi,6,300000,,
6,504678,Egan Butcher,3,400000,,52
6,100014185,Elijah Salesa-Leaumoana,3,250000,,
6,504426,Emre Guler,2,471000,43,33
6,504372,Enari Tuala,6/5,517000,54,10
6,503685,Erin Clark,2,650000,34,52
6,506153,Ethan Bullemor,2,463000,48,48
6,100003925,Ethan Sanders,4,487000,48,31
6,100006524,Ethan Strange,4,520000,50,10
6,500441,Euan Aitken,3/5,600000,,55
6,100004534,Ezra Mam,4,457000,47,18
6,100006826,Faaletino Tavana,6,246000,,7
6,500598,Felise Kaufusi,2,332000,,26
6,504006,Fetalaiga Pauga,5/6,374000,,24
6,100008414,Fletcher Hunt,6,423000,40,-11
6,100006482,Fletcher Sharpe,4,640000,27,72
6,100004194,Fonua Pole,2,384000,37,30
6,100013721,Francis Manuleleua,3,230000,,24
6,500264,Francis Molo,2,414000,,34
6,504830,Freddy Lussick,1,278000,,-5
6,504371,Gehamat Shibasaki,5,397000,18,71
6,507987,Grant Anderson,6,371000,,54
6,504325,Greg Marzhew,6,484000,17,43
6,100004869,Griffin Neame,2,359000,22,37
6,501290,Hame Sele,2,342000,45,23
6,100006241,Hamish Stewart,2,565000,47,11
6,100001936,Hamiso Tabuai-Fidow,6,638000,,43
6,505612,Harrison Edwards,2,421000,,54
6,506220,Harrison Graham,1,338000,25,7
6,505904,Harry Grant,1,676000,40,58
6,100006687,Harry Hayes,2,525000,45,41
6,508033,Haumole Olakau'atu,3,643000,53,27
6,100011291,Hayden Buchanan,5,334000,,38
6,505828,Hayze Perham,6,250000,,
6,100013780,Heamasi Makasini,5/6,340000,23,1
6,100006657,Heath Mason,6,250000,,
6,100001946,Heilum Luki,3,595000,64,0
6,508300,Herbie Farnworth,5,806000,,41
6,507815,Hohepa Puru,2,244000,,24
6,504074,Hudson Young,3,718000,77,72
6,100013692,Hugo Peel,6,230000,,
6,509599,Hugo Savala,4,421000,45,56
6,500534,Isaah Yeo,2,724000,54,50
6,100006093,Isaiah Iongi,6,544000,,40
6,505976,Isaiah Papali'i,2/3,650000,36,46
6,100006258,Isaiya Katoa,4,628000,,58
6,509467,Izack Tago,5,466000,,
6,507648,J'maine Hopgood,2,560000,,70
6,100007515,Jack Bostock,6,406000,,
6,502695,Jack Cogger,4,318000,2,61
6,500619,Jack De Belin,2,592000,24,63
6,500170,Jack Gosiewski,3,319000,,38
6,503336,Jack Hetherington,2,249000,,19
6,100004865,Jack Howarth,5,458000,48,44
6,100009111,Jack Underhill,2,230000,,
6,500339,Jack Wighton,4/5,391000,37,37
6,502363,Jack Williams,2/3,632000,57,51
6,505423,Jackson Ford,2,726000,71,25
6,100011655,Jacob Halangahu,3,343000,,31
6,100004133,Jacob Kiraz,5/6,588000,31,64
6,100012134,Jacob Laban,3,376000,22,8
6,503449,Jacob Liddle,1,437000,49,60
6,507878,Jacob Preston,3,694000,80,63
6,503523,Jacob Saifiti,2,559000,33,18
6,504301,Jaeman Salmon,2,410000,37,14
6,100012669,Jahream Bula,6,504000,67,27
6,500826,Jahrome Hughes,4,684000,32,30
6,505987,Jaiyden Hunt,2,265000,,
6,505643,Jake Averillo,5,605000,,12
6,505894,Jake Clifford,4,656000,48,-3
6,508629,Jake Simpkin,1,481000,47,46
6,500751,Jake Trbojevic,2,420000,21,35
6,501280,Jake Turpin,1,267000,4,
6,501175,Jamal Fogarty,4,640000,65,58
6,502014,Jamayne Isaako,6,590000,,14
6,502580,James Fisher-Harris,2,633000,33,57
6,100007619,James Schiller,6,421000,,
6,500663,James Tedesco,6,650000,60,66
6,100006585,Jamie Humphreys,4,500000,40,49
6,504121,Jarome Luai,4,529000,,24
6,507670,Jason Saab,6,292000,21,39
6,500301,Jason Taumalolo,2,467000,50,28
6,100008940,Jaxon Purdue,4/5,540000,36,2
6,500150,Jayden Berrell,1,250000,,
6,502016,Jayden Brailey,1,284000,8,43
6,100001622,Jayden Campbell,4,810000,89,47
6,507928,Jayden Sullivan,4,253000,3,32
6,503528,Jaydn Su'A,3,710000,43,44
6,100006861,Jaylan De Groot,6,250000,,
6,100012912,Jed Stuart,6,300000,12,
6,505684,Jensen Taumoepeau,6,230000,,
6,100013303,Jeral Skelton,6,424000,26,21
6,100006109,Jeremiah Nanai,3,453000,,
6,502511,Jeremy Marshall-King,1,620000,,
6,100008236,Jermaine McEwen,3,466000,58,17
6,505889,Jesse Arthars,6,379000,42,5
6,100004272,Jesse Colquhoun,2,479000,65,13
6,502072,Jesse Ramien,5,482000,,66
6,100004407,Joash Papalii,6,248000,23,35
6,505701,Jock Madden,4,442000,54,-22
6,100008216,Joe Chan,3,588000,10,10
6,100006817,Joe Roddy,3,251000,,18
6,100011351,Joey Walsh,4,250000,,
6,100008220,Jojo Fifita,5/6,452000,65,4
6,509524,Jonah Pezet,4,343000,,28
6,100011328,Jonathan Sua,6,230000,,
6,100001736,Jordan Riki,3,657000,72,29
6,509558,Jordan Samrani,5,295000,,29
6,500555,Joseph Tapine,2,609000,64,52
6,501351,Josh Addo-Carr,6,442000,44,44
6,504712,Josh Curran,2/3,412000,,92
6,100006630,Josh Feledy,5,269000,,32
6,503533,Josh Kerr,3,346000,,33
6,501247,Josh King,2,492000,41,40
6,500973,Josh Papalii,2,420000,15,49
6,100010891,Josh Patston,3,250000,,
6,505142,Josh Rogers,4,250000,27,
6,100006683,Josiah Karapani,6,404000,51,58
6,500687,Junior Paulo,2,503000,26,51
6,100009148,Jye Gray,6,532000,6,30
6,508649,KL Iro,5,533000,40,45
6,100011297,Kade Reed,4,230000,,
6,507846,Kaeo Weekes,6,513000,50,27
6,506555,Kai O'Donnell,3,304000,36,14
6,100008107,Kai Pearce-Paul,3,760000,57,25
6,100012039,Kaiden Lahrs,2,243000,,23
6,504144,Kalani Going,2,230000,,29
6,504870,Kalyn Ponga,6,649000,,34
6,100009209,Keano Kini,6,565000,90,49
6,504174,Keaon Koloamatangi,2,649000,44,65
6,506628,Kelma Tuilagi,3,592000,62,23
6,507965,Kitione Kautoga,3,578000,33,29
6,100010109,Klese Haas,2/3,423000,,20
6,506567,Kobe Hetherington,2,455000,47,34
6,500265,Kodi Nikorima,4,435000,,38
6,508009,Kotoni Staggs,5,581000,39,17
6,100007811,Kulikefu Finefeuiaki,3,662000,,17
6,500992,Kurt Capewell,3/5,442000,,20
6,100005899,Kurt Donoghoe,1/2,517000,,74
6,500601,Kurt Mann,2,386000,14,23
6,505648,Kurtis Morrin,2,299000,20,8
6,504363,Kyle Flanagan,4,432000,27,66
6,100007336,Lachlan Galvin,4,595000,58,25
6,506446,Lachlan Hubner,2,401000,29,54
6,505564,Lachlan Ilias,4,379000,40,39
6,502502,Latrell Mitchell,6/5,767000,66,42
6,510485,Latrell Siegwalt,6,230000,,
6,100006631,Latu Fainu,4,338000,8,45
6,100011191,Lehi Hopoate,6,444000,38,35
6,100013674,Leka Halasima,3,506000,12,16
6,100007572,Leo Thompson,2,610000,,
6,100009673,Lewis Symonds,3,230000,,
6,100007929,Liam Henry,2,513000,,
6,504125,Liam Martin,3,463000,26,46
6,100004077,Liam Sutton,4,230000,,
6,501781,Lindsay Collins,2,465000,22,33
6,505555,Lindsay Smith,2,537000,35,60
6,507945,Lipoi Hopoi,2,262000,,36
6,100014137,Loko Pasifiki Tonga,2,350000,,
6,505676,Luca Moretti,2,347000,20,36
6,500459,Luciano Leilua,3,549000,77,8
6,500646,Luke Brooks,4,450000,34,34
6,501271,Luke Garner,3,479000,21,48
6,100006264,Luke Hanson,4,252000,,0
6,100011335,Luke Laulilii,6,354000,,2
6,504296,Luke Metcalf,4,581000,,85
6,505633,Luke Sommerton,1,242000,,25
6,100012312,Lyhkan King-Togia,4,378000,,55
6,509560,Manaia Waitere,5,287000,2,-9
6,502522,Marata Niukore,2/3,367000,37,32
6,502487,Marcelo Montoya,6,437000,7,20
6,100018452,Mark Nawaqanitawase,6,587000,40,40
6,504298,Mat Croker,2,527000,37,31
6,507925,Mathew Feagai,6,389000,17,79
6,509397,Matt Burton,4,654000,40,22
6,505631,Matt Doorey,3,253000,,28
6,500600,Matthew Lodge,2,337000,17,38
6,509757,Matthew Timoko,5,530000,,61
6,507814,Mavrik Geyer,3,300000,,
6,504666,Mawene Hiroti,5/6,500000,33,
6,507924,Max Feagai,5,384000,,40
6,504397,Max King,2,602000,60,56
6,100002172,Max Plath,2/1,518000,,44
6,505414,Mitch Kenny,1,455000,50,56
6,501267,Mitchell Barnett,2,548000,,60
6,500485,Mitchell Moses,4,588000,29,32
6,510488,Moala Graham-Taufa,5,240000,,26
6,506278,Moeaki Fotuaika,2,470000,35,58
6,100008673,Morgan Gannon,3,409000,,64
6,505736,Morgan Knowles,2,509000,,53
6,100006166,Morgan Smithies,2,461000,53,47
6,100018554,Moses Leo,6/5,349000,12,11
6,501461,Moses Leota,2,462000,36,33
6,504101,Moses Suli,5,494000,20,22
6,508443,Murray Taulagi,6,527000,16,42
6,503639,Nat Butcher,2/3,537000,40,41
6,500647,Nathan Brown,2,298000,,51
6,504120,Nathan Cleary,4,915000,46,45
6,100006390,Naufahu Whyte,2,597000,43,46
6,502490,Nicholas Hynes,4,784000,33,53
6,505537,Nick Meaney,5/6,417000,35,67
6,100006323,Noah Martin,3,592000,50,1
6,100010604,Oliver Pascoe,1,240000,50,13
6,504460,Oregon Kaufusi,2,366000,41,40
6,510366,Oryn Keeley,3,380000,,26
6,100009202,Owen Pattie,1,250000,,
6,504079,Pasami Saulo,2,293000,25,10
6,506603,Patrick Carrigan,2,702000,62,35
6,504007,Patrick Herbert,5,250000,53,
6,100004042,Paul Alamoti,5/6,468000,21,30
6,100006112,Paul Bryan,2,230000,,35
6,504300,Payne Haas,2,867000,65,92
6,508307,Peter Hola,2,250000,,
6,507833,Peter Mamouzelos,1,478000,36,53
6,505918,Phillip Sami,5/6,425000,50,31
6,504597,Phoenix Crossland,1,551000,50,35
6,100006928,Preston Conn,3,230000,,30
6,503964,Ray Stone,2,352000,,45
6,503944,Reece Robson,1,577000,55,44
6,510216,Reece Walsh,6,669000,,25
6,505460,Reed Mahoney,1,477000,2,50
6,504374,Reuben Cotter,2,494000,60,53
6,503443,Reuben Garrick,5/6,459000,72,53
6,100008243,Robert Toia,5,568000,37,28
6,500005,Roger Tuivasa-Sheck,6,410000,51,75
6,100000365,Ronald Volkman,4,250000,31,
6,506086,Ronaldo Mulitalo,6,514000,,
6,500136,Royce Hunt,2,263000,21,12
6,100008396,Ryan Couchman,3,433000,,-36
6,100003898,Ryley Smith,1,435000,17,29
6,100008234,Salesi Foketi,2/3,299000,8,47
6,504065,Sam McIntyre,2/3,455000,,61
6,100006424,Sam Tuivaiti,2,323000,11,13
6,504462,Sam Verrills,1,535000,16,62
6,100004843,Sam Walker,4,495000,52,53
6,509563,Samuel Healey,1,270000,6,33
6,508408,Samuel Hughes,2,331000,36,60
6,509559,Samuel Stonestreet,6,413000,12,18
6,510577,Samuela Fainu,3,650000,53,15
6,509579,Sandon Smith,4,447000,58,15
6,100013751,Savelio Tamale,6,509000,17,32
6,504087,Scott Drinkwater,6,602000,79,20
6,500852,Scott Sorensen,2/3,384000,30,50
6,504265,Sean Keppie,2,335000,28,48
6,504842,Sean O'Sullivan,4,309000,,45
6,509762,Sean Russell,5/6,401000,,42
6,504148,Sebastian Kris,5,362000,20,37
6,100004649,Selwyn Cobbo,6,439000,,37
6,510696,Setu Tu,6,302000,53,-7
6,504788,Shawn Blore,3,547000,,
6,100014118,Sialetili Faeamani,6,305000,44,13
6,100000129,Simi Sasagi,3/5,559000,60,-8
6,100011203,Simione Laiafi,2,230000,21,24
6,509297,Sione Fainu,2,367000,23,20
6,503922,Sione Katoa,6,529000,17,38
6,504175,Siosifa Talakai,3/5,286000,25,17
6,501179,Siosiua Taukeiaho,2,431000,,59
6,505361,Sitili Tupouniua,2/3,441000,55,24
6,100004373,Siua Wong,3,601000,56,29
6,100011324,Siulagi Tuimalatu-Brown,6,230000,,62
6,509567,Solome Saukuru,3,230000,,
6,502756,Soni Luke,1,250000,72,47
6,505560,Spencer Leniu,2,403000,13,
6,509281,Starford To'a,5,490000,,
6,505628,Stefano Utoikamanu,2,648000,52,33
6,508062,Stephen Crichton,5,495000,,51
6,100006297,Sualauvi Faalogo,6,640000,46,21
6,509455,Sunia Turuva,6,443000,80,19
6,508254,Taine Tuaupiki,6,490000,29,20
6,509529,Tallis Duncan,3,532000,52,32
6,100006658,Tallyn Da Silva,1,268000,22,20
6,506460,Tanah Boyd,4,761000,59,30
6,504251,Taniela Paseka,2,513000,45,34
6,100013671,Tanner Stowers-Smith,2,357000,17,16
6,507807,Taylan May,5,564000,,82
6,501293,Te Maire Martin,4,250000,,
6,507615,Teig Wilton,3,488000,31,42
6,508065,Terrell May,2,848000,73,77
6,100017017,Tevita Naufahu,6,450000,,
6,503450,Tevita Tatola,2,492000,33,30
6,509527,Thomas Cant,3,349000,21,59
6,100007888,Thomas Duffy,4,250000,70,
6,504315,Thomas Flegler,2,461000,,46
6,100006510,Thomas Fletcher,3,230000,,35
6,510238,Thomas Hazelton,2,437000,34,38
6,100007927,Thomas Jenkins,6,713000,46,24
6,504377,Thomas Mikaele,2,336000,54,20
6,506513,Tino Fa'asuamaleaui,2,514000,39,61
6,100011308,Toby Couchman,2/3,621000,64,60
6,504326,Toby Rudolf,2,341000,44,13
6,509634,Tolutau Koula,5,592000,28,14
6,100004781,Tom Chester,6/5,436000,63,-19
6,506424,Tom Dearden,4,615000,68,47
6,506156,Tom Gilbert,2,520000,,25
6,504072,Tom Starling,1,472000,51,68
6,501505,Tom Trbojevic,6,670000,52,35
6,509635,Toni Mataele,3,250000,,
6,100004168,Tony Sukkar,3,276000,,
6,508480,Trai Fuller,6,507000,,75
6,100001560,Trent Loiero,2,625000,39,42
6,508341,Trent Toelau,4,250000,,
6,507915,Trey Mooney,2,543000,48,19
6,504376,Tristan Hope,1,242000,,24
6,500901,Tui Kamikamica,2,282000,,17
6,510935,Tukimihia Simpkins,2,257000,,19
6,507680,Tyran Wishart,4,347000,8,47
6,509484,Tyrell Sloan,6,354000,51,30
6,500622,Tyson Frizell,2,495000,23,23
6,508479,Tyson Gamble,4,418000,,17
6,100009160,Va'a Semu,2,230000,,
6,500845,Valentine Holmes,5,563000,38,50
6,503920,Victor Radley,2/3,499000,37,
6,500408,Viliame Kikau,3,618000,52,57
6,504123,Wayde Egan,1,512000,37,31
6,507922,Will Penisini,5,420000,53,29
6,100010997,Will Warbrick,6,517000,32,21
6,100006651,William Craig,6,230000,,
6,504279,William Kennedy,6,452000,21,16
6,100006754,Wilson De Courcey,5,230000,0,24
6,510220,Xavier Savage,6,427000,,29
6,100004833,Xavier Willison,2/3,444000,26,12
6,505985,Zac Hosking,3,530000,37,51
6,510612,Zac Laybutt,5,354000,34,43
6,500889,Zach Dockar-Clay,1,347000,,
6,100011050,Zane Harrison,4,230000,,
7,506259,AJ Brimson,4/6,389000,,58
7,100007651,Adam Christensen,3,230000,,25
7,505811,Adam Doueihi,4,712000,57,42
7,500128,Adam Elliott,2,538000,,
7,508026,Adam Pompey,5,333000,,43
7,500086,Adam Reynolds,4,552000,58,70
7,500449,Addin Fonua-Blake,2,586000,,50
7,100007566,Alec MacDonald,2,351000,20,-2
7,500108,Alex Johnston,6,534000,47,-3
7,504609,Alex Seyfarth,2/3,300000,,61
7,502532,Alex Twal,2,759000,50,6
7,100006296,Ali Leiataua,5,397000,47,19
7,100001619,Alofiana Khan-Pereira,6,392000,50,40
7,503240,Angus Crichton,3,567000,46,51
7,100009124,Angus Hinchey,3,230000,,30
7,100019558,Antonio Verhoeven,5/6,230000,,28
7,100020440,Apa Twidle,4,260000,,-7
7,500109,Apisai Koroisau,1,579000,63,24
7,100009453,Arama Hau,3,571000,54,-23
7,100006539,Araz Nanva,5,238000,31,10
7,100006239,Ashton Ward,4,381000,,45
7,100004109,Ata Mariota,2,321000,31,29
7,100010528,Ativalu Lisati,3,427000,,-42
7,508071,Aublix Tawha,2,322000,,54
7,505864,Bailey Hayward,1/2,418000,54,33
7,504411,Bailey Simonsson,6,458000,,22
7,506314,Beau Fermor,3,598000,43,57
7,500257,Ben Hunt,4,402000,,50
7,504573,Ben Talty,2,306000,64,0
7,507850,Ben Trbojevic,3,619000,49,10
7,100007527,Benaiah Ioelu,1,342000,,22
7,505413,Billy Burns,3,475000,,21
7,100008487,Billy Phillips,3,299000,32,28
7,509128,Billy Smith,5,410000,,38
7,100006848,Blaize Talagi,4,421000,63,49
7,503440,Blake Lawrie,2,381000,21,14
7,100009156,Blake Mozer,1,238000,,27
7,100006533,Blake Steep,2/3,375000,,48
7,506375,Blake Wilson,6,250000,,
7,504274,Blayke Brailey,1,734000,,37
7,100002660,Brad Schneider,4,336000,28,36
7,500213,Braden Hamlin-Uele,2,297000,,41
7,506682,Bradman Best,5,509000,,54
7,506040,Braidon Burns,6,581000,40,24
7,503419,Brandon Smith,1/2,302000,49,19
7,504307,Brandon Wakeham,4/1,267000,26,41
7,504321,Braydon Trindall,4,537000,,24
7,510228,Brendan Piakura,3,308000,22,20
7,506618,Brent Woolf,1,230000,,20
7,500872,Brian Kelly,5,516000,27,41
7,505410,Brian To'o,6,414000,13,61
7,507062,Briton Nikora,3,515000,,52
7,500168,Bronson Garlick,1,290000,19,41
7,504714,Bronson Xerri,5,430000,60,28
7,501744,Bunty Afoa,2,280000,,
7,100008787,Cameron Bukowski,1,230000,11,
7,500180,Cameron McInnes,2,647000,,
7,501459,Cameron Munster,4,618000,36,64
7,504176,Cameron Murray,2,686000,41,57
7,504294,Campbell Graham,5/6,455000,22,26
7,100011678,Casey McLean,5,542000,,16
7,506851,Chanel Harris-Tavita,4,445000,45,52
7,100006434,Charlie Guymer,3,373000,29,30
7,501559,Charnze Nicoll-Klokstad,6,484000,28,34
7,100007297,Chevy Stewart,6,250000,,
7,100001349,Chris Randall,1/2,488000,,31
7,100003194,Christian Tuipulotu,6,365000,,57
7,100000346,Clayton Faulalo,6,358000,47,39
7,500729,Clinton Gutherson,6,379000,,51
7,100011256,Cody Hopwood,2,244000,27,23
7,509404,Cody Ramsey,6,250000,,
7,500611,Cody Walker,4,410000,38,26
7,500405,Coen Hess,2,399000,56,33
7,507949,Connelly Lemuelu,3,606000,45,29
7,502015,Connor Tracey,6,518000,28,38
7,503327,Connor Watson,1/2,540000,32,26
7,100014512,Cooper Bai,2,330000,55,0
7,100013815,Cooper Clarke,2,333000,31,0
7,506018,Corey Horsburgh,2,561000,69,74
7,500406,Corey Jensen,2,469000,44,23
7,503341,Corey Waddell,2/3,388000,34,28
7,506492,Cory Paix,1,418000,,11
7,507645,Daine Laurie,6,453000,,
7,500532,Dallin Watene-Zelezniak,6,409000,37,1
7,500024,Daly Cherry-Evans,4,630000,57,27
7,501600,Damien Cook,1,644000,74,84
7,500043,Dane Gagai,5,600000,24,11
7,100004700,Daniel Atkinson,4,500000,28,49
7,500002,Daniel Tupou,6,439000,36,27
7,100015592,David Fale,5,250000,33,17
7,506482,David Fifita,3,519000,,26
7,509444,Davvy Moale,2,286000,,46
7,100007650,Deine Mariner,6,378000,41,16
7,100013336,Demitric Vaimauga,3,382000,32,16
7,100008071,Dominic Young,6,573000,8,38
7,505626,Dylan Brown,4,492000,40,33
7,503340,Dylan Edwards,6,630000,41,41
7,100006243,Dylan Egan,3,616000,,
7,505582,Dylan Lucas,3,702000,,60
7,500083,Dylan Walker,2,453000,46,25
7,100015584,Eddie Ieremia-Toeava,3,350000,,
7,509842,Edward Kosi,6,300000,,
7,504678,Egan Butcher,3,400000,,52
7,100014185,Elijah Salesa-Leaumoana,3,250000,,
7,504426,Emre Guler,2,479000,30,16
7,504372,Enari Tuala,6/5,550000,,9
7,503685,Erin Clark,2,625000,70,61
7,506153,Ethan Bullemor,2,464000,,36
7,100003925,Ethan Sanders,4,495000,46,20
7,100006524,Ethan Strange,4,545000,68,22
7,500441,Euan Aitken,3/5,600000,,55
7,100004534,Ezra Mam,4,485000,17,15
7,100006826,Faaletino Tavana,6,246000,,7
7,500598,Felise Kaufusi,2,332000,15,26
7,504006,Fetalaiga Pauga,5/6,374000,,24
7,100008414,Fletcher Hunt,6,450000,71,10
7,100006482,Fletcher Sharpe,4,599000,25,78
7,100004194,Fonua Pole,2,392000,26,13
7,100013721,Francis Manuleleua,3,230000,46,24
7,500264,Francis Molo,2,414000,20,34
7,504830,Freddy Lussick,1,278000,37,-5
7,504371,Gehamat Shibasaki,5,363000,22,61
7,507987,Grant Anderson,6,371000,,54
7,504325,Greg Marzhew,6,461000,26,48
7,100004869,Griffin Neame,2,344000,24,35
7,501290,Hame Sele,2,358000,,14
7,100006241,Hamish Stewart,2,587000,63,10
7,100001936,Hamiso Tabuai-Fidow,6,638000,75,43
7,505612,Harrison Edwards,2,421000,,54
7,506220,Harrison Graham,1,349000,25,12
7,505904,Harry Grant,1,645000,57,78
7,100006687,Harry Hayes,2,524000,31,36
7,508033,Haumole Olakau'atu,3,661000,47,35
7,100011291,Hayden Buchanan,5,334000,,38
